PathOrder,PathKey,PathArchetype,PathCodename,PathDisplayName,PathTotalStages,Stage,StageCode,DirectiveTitle,ObjectiveSummary,TrackingMetric,TargetValue,UnlockRule,ProgressDisplay,RewardModel,DesignNotes
10,DEFENSE,방어자,보루 감시자,방어 경로 - 보루 감시자,10,8,DEFENSE-08,꺾이지 않는 벽,지속 압박 중 기지 손실을 막으세요.,시간 창 내 기지 손실 사건,0 losses for 48h,같은 경로의 이전 단계 완료,보루 감시자 8/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
10,DEFENSE,방어자,보루 감시자,방어 경로 - 보루 감시자,10,9,DEFENSE-09,성채 교리,장기 방어 승리를 누적하세요.,방어 전투 승리,>=20 lifetime,같은 경로의 이전 단계 완료,보루 감시자 9/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
10,DEFENSE,방어자,보루 감시자,방어 경로 - 보루 감시자,10,10,DEFENSE-10,아이기스 제국,하루 전투 동안 식민지를 잃지 않고 버티세요.,활성 분쟁 중 기지 손실 사건,0 losses for 24h,같은 경로의 이전 단계 완료,보루 감시자 10/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,1,LOGI-01,보급 등뼈,첫 무역로를 만드세요.,무역로 수,>=1,게임 시작 시 이용 가능,흐름 병참관 1/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,2,LOGI-02,시계장치 화물,항로 하나를 한 시간 동안 활성 상태로 유지하세요.,단일 항로 활성 시간,>=60m,같은 경로의 이전 단계 완료,흐름 병참관 2/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,3,LOGI-03,다중 항로 교통,여러 무역로를 동시에 운용하세요.,활성 무역로,>=3,같은 경로의 이전 단계 완료,흐름 병참관 3/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,4,LOGI-04,구호 수송,"화물 항로로 자원 20,000을 운송하세요.",화물 항로 운송 자원,">=20,000",같은 경로의 이전 단계 완료,흐름 병참관 4/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,5,LOGI-05,화물 강,"화물 항로로 자원 50,000을 운송하세요.",화물 항로 운송 자원,">=50,000",같은 경로의 이전 단계 완료,흐름 병참관 5/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,6,LOGI-06,전쟁 파이프라인,같은 세력 구성원 2명을 지원하세요.,같은 세력 지원군 도착,>=2,같은 경로의 이전 단계 완료,흐름 병참관 6/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,7,LOGI-07,적응 항로,"화물 항로로 자원 100,000을 운송하세요.",화물 항로 운송 자원,">=100,000",같은 경로의 이전 단계 완료,흐름 병참관 7/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,8,LOGI-08,전 제국 일정표,큰 활성 항로 네트워크를 유지하세요.,총 활성 항로,>=6,같은 경로의 이전 단계 완료,흐름 병참관 8/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,9,LOGI-09,성간 처리량,"화물 항로로 자원 500,000을 운송하세요.",화물 항로 운송 자원,">=500,000 lifetime",같은 경로의 이전 단계 완료,흐름 병참관 9/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
11,LOGI,군수 담당,흐름 병참관,군수 경로 - 흐름 병참관,10,10,LOGI-10,은하 등뼈,여러 식민지에 걸쳐 혼합 군수를 운용하세요.,활성 군수에 참여한 기지,>=8,같은 경로의 이전 단계 완료,흐름 병참관 10/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,1,AUGMENT-01,탐사자의 맹세,첫 채굴 전초기지를 세우세요.,채굴 전초기지 수,>=1,게임 시작 시 이용 가능,녹티움 장인 1/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,2,AUGMENT-02,정제 불꽃,첫 정제 전초기지 산출 묶음을 생산하세요.,희귀 금속 또는 정제 산출 사건,>=1,같은 경로의 이전 단계 완료,녹티움 장인 2/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,3,AUGMENT-03,칩 장인,첫 SPU 증강을 제작하세요.,제작한 SPU,>=1,같은 경로의 이전 단계 완료,녹티움 장인 3/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,4,AUGMENT-04,장비 구성 초안,여러 증강을 장착하세요.,장착한 활성 SPU,>=3,같은 경로의 이전 단계 완료,녹티움 장인 4/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,5,AUGMENT-05,A/B 튜닝,더 높은 품질의 SPU를 제작하세요.,제작한 평균 SPU 등급,>=10,같은 경로의 이전 단계 완료,녹티움 장인 5/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,6,AUGMENT-06,증강 거래소,첫 SPU 시장 거래를 실행하세요.,SPU 시장 매수 또는 매도,>=1,같은 경로의 이전 단계 완료,녹티움 장인 6/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,7,AUGMENT-07,녹티움 금고,의미 있는 녹트마크 비축량을 누적하세요.,녹트마크 잔액 또는 총 획득량,">=2,500",같은 경로의 이전 단계 완료,녹티움 장인 7/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,8,AUGMENT-08,증강 격자,폭넓은 활성 증강 구성을 유지하세요.,장착한 활성 SPU,>=8,같은 경로의 이전 단계 완료,녹티움 장인 8/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,9,AUGMENT-09,전설 제작,고등급 대표 SPU를 제작하세요.,제작한 평균 SPU 등급,>=20,같은 경로의 이전 단계 완료,녹티움 장인 9/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
12,AUGMENT,증강 전문가,녹티움 장인,증강 경로 - 녹티움 장인,10,10,AUGMENT-10,합성 승천,완전한 증강 교리와 최상위 SPU 성능을 유지하세요.,활성 SPU + SPU 점수 순위,Max loadout active; top-3 SPU score,같은 경로의 이전 단계 완료,녹티움 장인 10/10,없음 (안내 전용),각 경로는 독립적으로 진행됩니다.
